1
212.0579
213.0611
278.1052
300.2878
301.2912
310.112
326.1063
327.1098
332.0739
345.1106
345.137
348.0683
352.9504
377.0222
381.5479
382.0507
387.0245
396.1378
408.0884
424.0817
425.0865
446.044
450.9391
470.9261
509.3571
564.8785
619.2155
631.1452
641.9951
662.8533
698.2279
762.0858
